OBJECTID,CDSCode,Status,Charter,Ed_Type,Level,Pb_Prv_BIE,School,District,County,Street,City,State,Zip,Lat,Long,Stacked,Stack_cnt,Source,CDS_uniq,GradesOffered,GradesServed
106,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Griffith Middle,Los Angeles Unified,Los Angeles,4765 East Fourth Street,Los Angeles,CA,90022-1846,34.032027,-118.161556,No,1,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
107,1.96473E+13,Active,No,Traditional,Elementary,Public,Virginia Road Elementary,Los Angeles Unified,Los Angeles,2925 Virginia Road,Los Angeles,CA,90016-3628,34.028522,-118.339988,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
108,1.96473E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Paul Revere Charter Middle,Los Angeles Unified,Los Angeles,1450 Allenford Avenue,Los Angeles,CA,90049-3614,34.057417,-118.494753,No,1,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
109,1.96473E+13,Active,No,Traditional,Elementary,Public,Lenicia B. Weemes Elementary,Los Angeles Unified,Los Angeles,1260 West 36th Place,Los Angeles,CA,90007-3947,34.021459,-118.295998,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
110,1.96473E+13,Active,Yes,Traditional,Elementary,Public,Hamlin Charter Academy,Los Angeles Unified,Los Angeles,22627 Hamlin Street,West Hills,CA,91307-3603,34.189829,-118.619992,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
111,1.96473E+13,Active,No,Traditional,Elementary,Public,Haddon Avenue Elementary,Los Angeles Unified,Los Angeles,10115 Haddon Avenue,Pacoima,CA,91331-3208,34.253283,-118.421937,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
112,1.96473E+13,Active,No,Traditional,Elementary,Public,Warner Avenue Elementary,Los Angeles Unified,Los Angeles,615 Holmby Avenue,Los Angeles,CA,90024-2535,34.069508,-118.433723,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
113,1.96473E+13,Active,No,Traditional,Elementary,Public,Roscomare Road Elementary,Los Angeles Unified,Los Angeles,2425 Roscomare Road,Los Angeles,CA,90077-1812,34.120307,-118.464746,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
114,1.96473E+13,Active,Yes,Traditional,Elementary,Public,Fenton Primary Center,Los Angeles Unified,Los Angeles,11351 Dronfield Avenue,Pacoima,CA,91331-1404,34.279929,-118.390395,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,K-2,K-2
115,1.96473E+13,Active,Yes,Traditional,Elementary,Public,Castlebay Lane Charter,Los Angeles Unified,Los Angeles,19010 Castlebay Lane,Porter Ranch,CA,91326-1005,34.293419,-118.54749,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
116,1.96473E+13,Active,No,Traditional,Elementary,Public,Mountain View Elementary,Los Angeles Unified,Los Angeles,6410 Olcott Street,Tujunga,CA,91042-2830,34.248286,-118.272395,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
117,1.96473E+13,Active,No,Traditional,Elementary,Public,Fernangeles Elementary,Los Angeles Unified,Los Angeles,12001 Art Street,Sun Valley,CA,91352-2499,34.231732,-118.39503,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
118,1.96473E+13,Active,Yes,Traditional,Elementary,Public,Kenter Canyon Elementary Charter,Los Angeles Unified,Los Angeles,645 North Kenter Avenue,Los Angeles,CA,90049-1946,34.069974,-118.488855,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
119,1.96473E+13,Active,No,Traditional,Elementary,Public,Stonehurst Avenue Elementary,Los Angeles Unified,Los Angeles,9851 Stonehurst Avenue,Sun Valley,CA,91352-1222,34.248886,-118.370665,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
120,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Walter Reed Middle,Los Angeles Unified,Los Angeles,4525 Irvine Avenue,North Hollywood,CA,91602-1915,34.152597,-118.386601,No,1,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
121,1.96473E+13,Active,Yes,Traditional,Elementary,Public,Nestle Avenue Charter,Los Angeles Unified,Los Angeles,5060 Nestle Avenue,Tarzana,CA,91356-4350,34.161862,-118.529913,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
122,1.96473E+13,Active,No,Traditional,Elementary,Public,Sunland Elementary,Los Angeles Unified,Los Angeles,8350 Hillrose Street,Sunland,CA,91040-2406,34.262539,-118.314325,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
123,1.96473E+13,Active,No,Traditional,Elementary,Public,Lanai Road Elementary,Los Angeles Unified,Los Angeles,4241 Lanai Road,Encino,CA,91436-3614,34.148355,-118.493165,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
124,1.96473E+13,Active,No,Traditional,Elementary,Public,Harding Street Elementary,Los Angeles Unified,Los Angeles,13060 Harding Street,Sylmar,CA,91342-4814,34.304866,-118.416833,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
125,1.96473E+13,Active,No,Traditional,Elementary,Public,Hubbard Street Elementary,Los Angeles Unified,Los Angeles,13325 Hubbard Street,Sylmar,CA,91342-3224,34.314095,-118.424468,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
126,1.96473E+13,Active,No,Traditional,Elementary,Public,Fifty-Second Street Elementary,Los Angeles Unified,Los Angeles,816 West 51st Street,Los Angeles,CA,90037-3603,33.995857,-118.288428,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
127,1.96473E+13,Active,No,Traditional,Elementary,Public,Esperanza Elementary,Los Angeles Unified,Los Angeles,680 Little Street,Los Angeles,CA,90017-1644,34.054957,-118.271698,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
128,1.96473E+13,Active,No,Traditional,Elementary,Public,Lillian Street Elementary,Los Angeles Unified,Los Angeles,5909 Lillian Street,Los Angeles,CA,90001-1433,33.98577,-118.240482,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
129,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,South Gate Middle,Los Angeles Unified,Los Angeles,4100 Firestone Boulevard,South Gate,CA,90280-3218,33.951824,-118.198038,No,1,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
130,1.96473E+13,Active,No,Traditional,Elementary,Public,Victoria Avenue Elementary,Los Angeles Unified,Los Angeles,3320 Missouri Avenue,South Gate,CA,90280-4308,33.946178,-118.211117,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
131,1.96473E+13,Active,No,Traditional,Elementary,Public,Tweedy Elementary,Los Angeles Unified,Los Angeles,9724 Pinehurst Avenue,South Gate,CA,90280-5222,33.943671,-118.18172,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
132,1.96473E+13,Active,No,Traditional,Elementary,Public,Teresa Hughes Elementary,Los Angeles Unified,Los Angeles,4242 Clara Street,Cudahy,CA,90201-5010,33.965672,-118.193467,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
133,1.96473E+13,Active,No,Traditional,Elementary,Public,Nueva Vista Elementary,Los Angeles Unified,Los Angeles,4412 Randolph Street,Bell,CA,90201-1224,33.98095,-118.188701,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
134,1.96473E+13,Active,No,Traditional,Elementary,Public,Bandini Street Elementary,Los Angeles Unified,Los Angeles,425 North Bandini Street,San Pedro,CA,90731-1804,33.746439,-118.3,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-6
135,1.96473E+13,Active,No,Traditional,Elementary,Public,Eshelman Avenue Elementary,Los Angeles Unified,Los Angeles,25902 Eshelman Avenue,Lomita,CA,90717-3223,33.788281,-118.313877,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
136,1.96473E+13,Active,No,Traditional,Elementary,Public,Walnut Park Elementary,Los Angeles Unified,Los Angeles,2642 Olive Street,Huntington Park,CA,90255-6324,33.96735,-118.223705,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
137,1.96473E+13,Active,No,Traditional,Elementary,Public,Fifteenth Street Elementary,Los Angeles Unified,Los Angeles,1527 South Mesa Street,San Pedro,CA,90731-4834,33.730136,-118.286826,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
138,1.96473E+13,Active,No,Traditional,Elementary,Public,Fairburn Avenue Elementary,Los Angeles Unified,Los Angeles,1403 Fairburn Avenue,Los Angeles,CA,90024-6014,34.058785,-118.431571,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
139,1.96473E+13,Active,No,Traditional,Elementary,Public,Cimarron Avenue Elementary,Los Angeles Unified,Los Angeles,11559 Cimarron Avenue,Hawthorne,CA,90250-1914,33.929058,-118.315966,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
140,1.96473E+13,Active,No,Traditional,Elementary,Public,One Hundred Seventh Street Elementary,Los Angeles Unified,Los Angeles,147 East 107th Street,Los Angeles,CA,90003-4732,33.940181,-118.272494,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
141,1.96473E+13,Active,No,Traditional,Elementary,Public,Cabrillo Avenue Elementary,Los Angeles Unified,Los Angeles,732 South Cabrillo Avenue,San Pedro,CA,90731-3025,33.737422,-118.293632,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
142,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Alexander Fleming Middle,Los Angeles Unified,Los Angeles,25425 Walnut Street,Lomita,CA,90717-2610,33.792178,-118.313267,No,1,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
143,1.96473E+13,Active,No,Traditional,Elementary,Public,Denker Avenue Elementary,Los Angeles Unified,Los Angeles,1620 West 162nd Street,Gardena,CA,90247-3734,33.882813,-118.305428,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
144,1.96473E+13,Active,No,Traditional,Elementary,Public,Florence Avenue Elementary,Los Angeles Unified,Los Angeles,7211 Bell Avenue,Los Angeles,CA,90001-2716,33.973797,-118.238801,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
145,1.96473E+13,Active,No,Traditional,Elementary,Public,La Salle Avenue Elementary,Los Angeles Unified,Los Angeles,8715 La Salle Avenue,Los Angeles,CA,90047-3320,33.957665,-118.306281,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
146,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Hollenbeck Middle,Los Angeles Unified,Los Angeles,2510 East Sixth Street,Los Angeles,CA,90023-1420,34.036116,-118.212157,No,1,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
147,1.96473E+13,Active,No,Traditional,Elementary,Public,Towne Avenue Elementary,Los Angeles Unified,Los Angeles,18924 Towne Avenue,Carson,CA,90746-2165,33.857751,-118.267157,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
148,1.96473E+13,Active,No,Traditional,Elementary,Public,Brockton Avenue Elementary,Los Angeles Unified,Los Angeles,1309 Armacost Avenue,Los Angeles,CA,90025-1459,34.0441,-118.462834,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
149,1.96473E+13,Active,No,Traditional,Elementary,Public,Gil Garcetti Learning Academy,Los Angeles Unified,Los Angeles,612 West 68th Street,Los Angeles,CA,90044-6204,33.977185,-118.284319,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
150,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Samuel Gompers Middle,Los Angeles Unified,Los Angeles,234 East 112th Street,Los Angeles,CA,90061-2542,33.932037,-118.271424,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
151,1.96473E+13,Active,No,Traditional,Elementary,Public,Liberty Boulevard Elementary,Los Angeles Unified,Los Angeles,2728 Liberty Boulevard,South Gate,CA,90280-2055,33.961163,-118.221568,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
152,1.96473E+13,Active,No,Traditional,Elementary,Public,One Hundred Fifty-Sixth Street Elementary,Los Angeles Unified,Los Angeles,2100 West 156th Street,Gardena,CA,90249-4703,33.888743,-118.316464,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
153,1.96473E+13,Active,No,Traditional,Elementary,Public,Leland Street Elementary,Los Angeles Unified,Los Angeles,2120 South Leland Street,San Pedro,CA,90731-5224,33.724739,-118.300112,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
154,1.96473E+13,Active,No,Traditional,Elementary,Public,Meyler Street Elementary,Los Angeles Unified,Los Angeles,1123 West 223rd Street,Torrance,CA,90502-2250,33.825404,-118.295839,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
155,1.96473E+13,Active,No,Traditional,Elementary,Public,Miramonte Elementary,Los Angeles Unified,Los Angeles,1400 East 68th Street,Los Angeles,CA,90001-1916,33.977509,-118.249619,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
156,1.96473E+13,Active,No,Traditional,Elementary,Public,Shenandoah Street Elementary,Los Angeles Unified,Los Angeles,2450 Shenandoah Street,Los Angeles,CA,90034-2026,34.038507,-118.384125,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
157,1.96473E+13,Active,No,Traditional,Elementary,Public,Chapman Elementary,Los Angeles Unified,Los Angeles,1947 Marine Avenue,Gardena,CA,90249-3803,33.895511,-118.31287,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
158,1.96473E+13,Active,No,Traditional,Elementary,Public,Sixth Avenue Elementary,Los Angeles Unified,Los Angeles,3109 Sixth Avenue,Los Angeles,CA,90018-2920,34.02663,-118.324179,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
159,1.96473E+13,Active,No,Traditional,Elementary,Public,Dolores Street Elementary,Los Angeles Unified,Los Angeles,22526 Dolores Street,Carson,CA,90745-3810,33.821173,-118.271852,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
160,1.96473E+13,Active,No,Traditional,Elementary,Public,Grape Street Elementary,Los Angeles Unified,Los Angeles,1940 East 111th Street,Los Angeles,CA,90059-2002,33.933845,-118.237665,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
161,1.96473E+13,Active,No,Traditional,Elementary,Public,Short Avenue Elementary,Los Angeles Unified,Los Angeles,12814 Maxella Avenue,Los Angeles,CA,90066-6107,33.990043,-118.431986,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
162,1.96473E+13,Active,No,Traditional,Elementary,Public,Dominguez Elementary,Los Angeles Unified,Los Angeles,21250 Santa Fe Avenue,Carson,CA,90810-1446,33.836112,-118.213816,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
163,1.96473E+13,Active,No,Traditional,Elementary,Public,Sixty-First Street Elementary,Los Angeles Unified,Los Angeles,6020 South Figueroa Street,Los Angeles,CA,90003-1020,33.984393,-118.281758,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
164,1.96473E+13,Active,No,Traditional,Elementary,Public,Parmelee Avenue Elementary,Los Angeles Unified,Los Angeles,1338 East 76th Place,Los Angeles,CA,90001-3006,33.970008,-118.250942,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
165,1.96473E+13,Active,No,Traditional,Elementary,Public,Park Western Place Elementary,Los Angeles Unified,Los Angeles,1214 Park Western Place,San Pedro,CA,90732-2220,33.753082,-118.303968,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
166,1.96473E+13,Active,No,Traditional,Elementary,Public,Harbor City Elementary,Los Angeles Unified,Los Angeles,1508 West 254th Street,Harbor City,CA,90710-2717,33.793154,-118.303526,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
167,1.96473E+13,Active,No,Traditional,Elementary,Public,Barton Hill Elementary,Los Angeles Unified,Los Angeles,423 North Pacific Avenue,San Pedro,CA,90731-2019,33.746468,-118.288982,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
168,1.96473E+13,Active,No,Traditional,Elementary,Public,Middleton Street Elementary,Los Angeles Unified,Los Angeles,6537 Malabar Street,Huntington Park,CA,90255-4025,33.980347,-118.228351,No,1,Los Angeles CO Land Type 2011,1.96473E+13,6-Jan,6-Jan
169,1.96473E+13,Active,No,Traditional,Elementary,Public,Loyola Village Fine And Performing Arts Magnet,Los Angeles Unified,Los Angeles,8821 Villanova Avenue,Los Angeles,CA,90045-3496,33.957623,-118.421267,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
170,1.96473E+13,Active,No,Traditional,Elementary,Public,Point Fermin Elementary,Los Angeles Unified,Los Angeles,3333 Kerckhoff Avenue,San Pedro,CA,90731-6712,33.714147,-118.290168,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
171,1.96473E+13,Active,No,Traditional,Elementary,Public,Kentwood Elementary,Los Angeles Unified,Los Angeles,8401 Emerson Avenue,Los Angeles,CA,90045-2890,33.962148,-118.404979,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
172,1.96473E+13,Active,No,Traditional,Elementary,Public,Overland Avenue Elementary,Los Angeles Unified,Los Angeles,10650 Ashby Avenue,Los Angeles,CA,90064-3209,34.038077,-118.42068,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
173,1.96473E+13,Active,No,Traditional,Elementary,Public,Ninety-Ninth Street Elementary,Los Angeles Unified,Los Angeles,9900 South Wadsworth Avenue,Los Angeles,CA,90002-2746,33.946375,-118.257472,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
174,1.96473E+13,Active,No,Traditional,Elementary,Public,Westminster Avenue Elementary,Los Angeles Unified,Los Angeles,1010 Abbott Kinney Boulevard,Venice,CA,90291-3312,33.991357,-118.472228,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
175,1.96473E+13,Active,No,Traditional,Elementary,Public,Western Avenue Technology Magnet,Los Angeles Unified,Los Angeles,1724 West 53rd Street,Los Angeles,CA,90062-2718,33.993706,-118.307275,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-7,K-6
176,1.96473E+13,Active,No,Traditional,Elementary,Public,Bryson Avenue Elementary,Los Angeles Unified,Los Angeles,4470 Missouri Avenue,South Gate,CA,90280-5057,33.944145,-118.192776,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
177,1.96473E+13,Active,No,Traditional,Elementary,Public,Gulf Avenue Elementary,Los Angeles Unified,Los Angeles,828 West L Street,Wilmington,CA,90744-3310,33.785485,-118.272723,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
178,1.96473E+13,Active,No,Traditional,Elementary,Public,Richland Avenue Elementary,Los Angeles Unified,Los Angeles,11562 Richland Avenue,Los Angeles,CA,90064-3733,34.027535,-118.438999,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-6
179,1.96473E+13,Active,No,Traditional,Elementary,Public,Two Hundred Thirty-Second Place,Los Angeles Unified,Los Angeles,23240 Archibald Avenue,Carson,CA,90745-5117,33.814113,-118.281679,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
180,1.96473E+13,Active,No,Traditional,Elementary,Public,Raymond Avenue Elementary,Los Angeles Unified,Los Angeles,7511 Raymond Avenue,Los Angeles,CA,90044-2430,33.971678,-118.299186,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
181,1.96473E+13,Active,No,Traditional,Elementary,Public,Nora Sterry Elementary,Los Angeles Unified,Los Angeles,1730 Corinth Avenue,Los Angeles,CA,90025-4211,34.044342,-118.447289,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
182,1.96473E+13,Active,No,Traditional,Elementary,Public,Sixty-Sixth Street Elementary,Los Angeles Unified,Los Angeles,6600 South San Pedro Street,Los Angeles,CA,90003-1938,33.979573,-118.267965,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-6,K-6
183,1.96473E+13,Active,No,Traditional,Elementary,Public,Carson Street Elementary,Los Angeles Unified,Los Angeles,161 East Carson Street,Carson,CA,90745-2772,33.832565,-118.27521,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
184,1.96473E+13,Active,No,Traditional,Elementary,Public,Fries Avenue Elementary,Los Angeles Unified,Los Angeles,1301 Fries Avenue,Wilmington,CA,90744-2510,33.788726,-118.266148,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
185,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Charles Maclay Middle,Los Angeles Unified,Los Angeles,12540 Pierce Avenue,Pacoima,CA,91331-1701,34.271169,-118.406077,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
186,1.96473E+13,Active,No,Traditional,Elementary,Public,Telfair Avenue Elementary,Los Angeles Unified,Los Angeles,10975 Telfair Avenue,Pacoima,CA,91331-2821,34.268172,-118.431878,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
187,1.96473E+13,Active,No,Traditional,Elementary,Public,O'Melveny Elementary,Los Angeles Unified,Los Angeles,728 Woodworth Street,San Fernando,CA,91340-4219,34.275328,-118.445185,No,1,Los Angeles CO Land Type 2011,1.96473E+13,K-5,K-5
188,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,San Fernando Middle,Los Angeles Unified,Los Angeles,130 North Brand Boulevard,San Fernando,CA,91340-2996,34.282353,-118.436604,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,8-Jun,8-Jun
